name,solution
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',27],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',28],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',29],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',30],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',31],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',32],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',33],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',34],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',35],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',36],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',37],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',38],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',39],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',40],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',41],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',42],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',43],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',44],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',45],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',46],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',47],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',48],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',49],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',50],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',51],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',52],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',53],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',54],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',55],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',56],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',57],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',58],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',59],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',60],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',61],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',62],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',63],1
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',64],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',65],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',66],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',67],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',68],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',69],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',70],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',71],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',72],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',73],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',74],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',75],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',76],1
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',77],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',78],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',79],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',80],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',81],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',82],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',83],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',84],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',85],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',86],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',87],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',88],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',89],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',90],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',91],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',92],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',93],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',94],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',95],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',96],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',97],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',98],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',99],0
ItemEnPalet['731-1984517-AL','20933-JAMON3DALVACIO',100],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',1],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',2],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',3],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',4],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',5],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',6],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',7],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',8],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',9],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',10],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',11],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',12],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',13],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',14],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',15],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',16],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',17],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',18],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',19],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',20],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',21],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',22],1
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',23],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',24],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',25],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',26],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',27],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',28],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',29],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',30],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',31],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',32],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',33],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',34],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',35],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',36],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',37],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',38],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',39],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',40],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',41],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',42],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',43],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',44],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',45],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',46],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',47],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',48],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',49],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',50],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',51],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',52],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',53],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',54],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',55],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',56],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',57],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',58],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',59],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',60],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',61],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',62],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',63],1
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',64],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',65],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',66],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',67],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',68],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',69],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',70],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',71],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',72],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',73],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',74],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',75],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',76],1
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',77],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',78],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',79],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',80],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',81],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',82],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',83],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',84],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',85],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',86],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',87],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',88],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',89],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',90],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',91],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',92],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',93],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',94],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',95],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',96],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',97],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',98],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',99],0
ItemEnPalet['731-1984517-AL','20936-SOLOMILLOALVACIO',100],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',1],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',2],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',3],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',4],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',5],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',6],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',7],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',8],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',9],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',10],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',11],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',12],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',13],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',14],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',15],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',16],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',17],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',18],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',19],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',20],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',21],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',22],1
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',23],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',24],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',25],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',26],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',27],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',28],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',29],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',30],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',31],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',32],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',33],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',34],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',35],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',36],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',37],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',38],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',39],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',40],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',41],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',42],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',43],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',44],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',45],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',46],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',47],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',48],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',49],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',50],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',51],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',52],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',53],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',54],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',55],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',56],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',57],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',58],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',59],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',60],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',61],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',62],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',63],1
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',64],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',65],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',66],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',67],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',68],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',69],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',70],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',71],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',72],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',73],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',74],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',75],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',76],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',77],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',78],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',79],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',80],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',81],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',82],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',83],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',84],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',85],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',86],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',87],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',88],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',89],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',90],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',91],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',92],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',93],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',94],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',95],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',96],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',97],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',98],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',99],0
ItemEnPalet['731-1984517-AL','20942-PALETA3DVACIO',100],0
TipoEstaEnPalet[1,1],1
TipoEstaEnPalet[1,2],1
TipoEstaEnPalet[1,3],1
TipoEstaEnPalet[1,4],1
TipoEstaEnPalet[1,5],1
TipoEstaEnPalet[1,6],1
TipoEstaEnPalet[1,7],1
TipoEstaEnPalet[1,8],1
TipoEstaEnPalet[1,9],1
TipoEstaEnPalet[1,10],1
TipoEstaEnPalet[1,11],1
TipoEstaEnPalet[1,12],1
TipoEstaEnPalet[1,13],1
TipoEstaEnPalet[1,14],1
TipoEstaEnPalet[1,15],1
TipoEstaEnPalet[1,16],1
TipoEstaEnPalet[1,17],1
TipoEstaEnPalet[1,18],1
TipoEstaEnPalet[1,19],1
TipoEstaEnPalet[1,20],1
TipoEstaEnPalet[1,21],1
TipoEstaEnPalet[1,22],1
TipoEstaEnPalet[1,23],1
TipoEstaEnPalet[1,24],1
TipoEstaEnPalet[1,25],1
TipoEstaEnPalet[1,26],1
TipoEstaEnPalet[1,27],1
TipoEstaEnPalet[1,28],1
TipoEstaEnPalet[1,29],1
TipoEstaEnPalet[1,30],1
TipoEstaEnPalet[1,31],1
TipoEstaEnPalet[1,32],1
TipoEstaEnPalet[1,33],1
TipoEstaEnPalet[1,34],1
TipoEstaEnPalet[1,35],1
TipoEstaEnPalet[1,36],1
TipoEstaEnPalet[1,37],1
TipoEstaEnPalet[1,38],1
TipoEstaEnPalet[1,39],1
TipoEstaEnPalet[1,40],1
TipoEstaEnPalet[1,41],1
TipoEstaEnPalet[1,42],1
TipoEstaEnPalet[1,43],1
TipoEstaEnPalet[1,44],1
TipoEstaEnPalet[1,45],1
TipoEstaEnPalet[1,46],1
TipoEstaEnPalet[1,47],1
TipoEstaEnPalet[1,48],1
TipoEstaEnPalet[1,49],1
TipoEstaEnPalet[1,50],1
TipoEstaEnPalet[1,51],1
TipoEstaEnPalet[1,52],1
TipoEstaEnPalet[1,53],1
TipoEstaEnPalet[1,54],1
TipoEstaEnPalet[1,55],1
TipoEstaEnPalet[1,56],1
TipoEstaEnPalet[1,57],1
TipoEstaEnPalet[1,58],1
TipoEstaEnPalet[1,59],1
TipoEstaEnPalet[1,60],1
TipoEstaEnPalet[1,61],1
TipoEstaEnPalet[1,62],1
TipoEstaEnPalet[1,63],1
TipoEstaEnPalet[1,64],1
TipoEstaEnPalet[1,65],1
TipoEstaEnPalet[1,66],1
TipoEstaEnPalet[1,67],1
TipoEstaEnPalet[1,68],1
TipoEstaEnPalet[1,69],1
TipoEstaEnPalet[1,70],1
TipoEstaEnPalet[1,71],1
TipoEstaEnPalet[1,72],1
TipoEstaEnPalet[1,73],1
TipoEstaEnPalet[1,74],1
TipoEstaEnPalet[1,75],1
TipoEstaEnPalet[1,76],1
TipoEstaEnPalet[1,77],1
TipoEstaEnPalet[1,78],1
TipoEstaEnPalet[1,79],1
TipoEstaEnPalet[1,80],1
TipoEstaEnPalet[1,81],1
TipoEstaEnPalet[1,82],1
TipoEstaEnPalet[1,83],1
TipoEstaEnPalet[1,84],1
TipoEstaEnPalet[1,85],1
TipoEstaEnPalet[1,86],1
TipoEstaEnPalet[1,87],1
TipoEstaEnPalet[1,88],1
TipoEstaEnPalet[1,89],1
TipoEstaEnPalet[1,90],1
TipoEstaEnPalet[1,91],1
TipoEstaEnPalet[1,92],1
TipoEstaEnPalet[1,93],1
